product_id,week,consumption,stock_level,rupture_flag
SKU-1638,50,6.98,112.25,0
SKU-1638,51,9.96,102.29,0
SKU-1638,52,9.6,92.69,0
SKU-1638,53,9.38,83.31,0
SKU-1638,54,6.96,76.35,0
SKU-1638,55,8.71,67.64,0
SKU-1638,56,10.48,57.17,0
SKU-1638,57,8.34,48.82,0
SKU-1638,58,7.69,110.38,0
SKU-1638,59,8.1,102.28,0
SKU-1638,60,10.46,91.81,0
SKU-1638,61,9.7,82.11,0
SKU-1638,62,10.71,71.4,0
SKU-1638,63,9.95,61.45,0
SKU-1638,64,8.32,53.14,0
SKU-1638,65,11.13,111.25,0
SKU-1638,66,8.59,102.67,0
SKU-1638,67,8.36,94.31,0
SKU-1638,68,9.48,84.82,0
SKU-1638,69,9.66,75.17,0
SKU-1638,70,10.09,65.07,0
SKU-1638,71,8.87,56.21,0
SKU-1638,72,10.69,114.76,0
SKU-1638,73,8.54,106.22,0
SKU-1638,74,8.08,98.14,0
SKU-1638,75,7.18,90.97,0
SKU-1638,76,8.98,81.99,0
SKU-1638,77,10.09,71.9,0
SKU-1638,78,9.96,61.94,0
SKU-1638,79,9.54,52.4,0
SKU-1638,80,8.71,112.93,0
SKU-1638,81,10.51,102.42,0
SKU-1638,82,9.29,93.13,0
SKU-1638,83,9.62,83.51,0
SKU-1638,84,7.98,75.53,0
SKU-1638,85,7.26,68.27,0
SKU-1638,86,10.1,58.17,0
SKU-1638,87,11.83,46.34,0
SKU-1638,88,9.67,105.91,0
SKU-1638,89,10.11,95.8,0
SKU-1638,90,10.09,85.71,0
SKU-1638,91,9.28,76.43,0
SKU-1638,92,7.58,68.85,0
SKU-1638,93,9.97,58.87,0
SKU-1638,94,10.8,48.07,0
SKU-1638,95,9.78,107.54,0
SKU-1638,96,8.99,98.55,0
SKU-1638,97,9.67,88.88,0
SKU-1638,98,9.17,79.71,0
SKU-1638,99,10.61,69.1,0
SKU-1638,100,9.47,59.63,0
SKU-1638,101,10.0,49.62,0
SKU-1638,102,10.43,108.43,0
SKU-1638,103,10.01,98.42,0
SKU-1638,104,9.32,89.09,0
SKU-3172,1,6.85,90.81,0
SKU-3172,2,10.44,80.38,0
SKU-3172,3,11.34,69.04,0
SKU-3172,4,6.67,62.36,0
SKU-3172,5,10.4,51.97,0
SKU-3172,6,9.65,115.56,0
SKU-3172,7,5.46,110.11,0
SKU-3172,8,10.24,99.87,0
SKU-3172,9,12.17,87.69,0
SKU-3172,10,9.68,78.01,0
SKU-3172,11,5.8,72.21,0
SKU-3172,12,10.29,61.92,0
SKU-3172,13,11.65,50.28,0
SKU-3172,14,8.06,115.46,0
SKU-3172,15,9.18,106.28,0
SKU-3172,16,8.95,97.34,0
SKU-3172,17,9.79,87.54,0
SKU-3172,18,8.89,78.66,0
SKU-3172,19,12.05,66.6,0
SKU-3172,20,12.01,54.59,0
SKU-3172,21,8.46,119.38,0
SKU-3172,22,12.05,107.33,0
SKU-3172,23,6.53,100.8,0
SKU-3172,24,8.08,92.72,0
SKU-3172,25,10.72,82.0,0
SKU-3172,26,9.73,72.27,0
SKU-3172,27,9.84,62.43,0
SKU-3172,28,10.27,52.17,0
SKU-3172,29,8.68,116.73,0
SKU-3172,30,11.88,104.85,0
SKU-3172,31,10.85,94.0,0
SKU-3172,32,9.39,84.61,0
SKU-3172,33,11.28,73.33,0
SKU-3172,34,10.42,62.91,0
SKU-3172,35,9.13,53.78,0
SKU-3172,36,9.05,117.97,0
SKU-3172,37,7.46,110.5,0
SKU-3172,38,8.45,102.05,0
SKU-3172,39,9.24,92.81,0
SKU-3172,40,9.73,83.08,0
SKU-3172,41,7.9,75.17,0
SKU-3172,42,9.65,65.52,0
SKU-3172,43,8.58,56.94,0
SKU-3172,44,8.27,121.92,0
SKU-3172,45,10.53,111.38,0
SKU-3172,46,9.9,101.48,0
SKU-3172,47,9.33,92.15,0
SKU-3172,48,10.52,81.63,0
SKU-3172,49,7.22,74.41,0
SKU-3172,50,7.37,67.05,0
SKU-3172,51,8.83,58.21,0
SKU-3172,52,9.25,48.96,0
SKU-3172,53,10.85,111.36,0
SKU-3172,54,8.29,103.07,0
SKU-3172,55,8.33,94.74,0
SKU-3172,56,9.58843137254902,83.3,0
SKU-3172,57,7.45,75.85,0
SKU-3172,58,11.31,64.54,0
SKU-3172,59,9.46,55.08,0
SKU-3172,60,8.01,120.31,0
SKU-3172,61,7.42,112.89,0
SKU-3172,62,9.1,103.79,0
SKU-3172,63,10.64,93.15,0
SKU-3172,64,9.42,83.73,0
SKU-3172,65,11.13,72.6,0
SKU-3172,66,11.08,61.52,0
SKU-3172,67,10.93,50.6,0
SKU-3172,68,11.0,112.84,0
SKU-3172,69,8.46,104.38,0
SKU-3172,70,10.88,93.5,0
SKU-3172,71,13.37,80.13,0
SKU-3172,72,11.24,68.89,0
SKU-3172,73,8.73,60.16,0
SKU-3172,74,8.37,51.79,0
SKU-3172,75,9.65,115.38,0
SKU-3172,76,10.86,104.52,0
SKU-3172,77,9.77,94.75,0
SKU-3172,78,7.4,87.34,0
SKU-3172,79,10.84,76.51,0
SKU-3172,80,11.17,65.34,0
SKU-3172,81,7.83,57.51,0
SKU-3172,82,11.21,119.54,0
SKU-3172,83,9.67,109.88,0
SKU-3172,84,10.34,99.54,0
SKU-3172,85,10.37,89.17,0
SKU-3172,86,9.97,79.19,0
SKU-3172,87,8.71,70.49,0
SKU-3172,88,10.36,60.12,0
SKU-3172,89,9.53,50.6,0
SKU-3172,90,10.05,113.79,0
SKU-3172,91,8.94,104.85,0
SKU-3172,92,10.17,94.68,0
SKU-3172,93,9.44,85.24,0
SKU-3172,94,7.6,77.64,0
SKU-3172,95,10.43,67.21,0
SKU-3172,96,11.43,55.78,0
SKU-3172,97,9.58843137254902,118.83,0
SKU-3172,98,9.13,109.7,0
SKU-3172,99,10.19,99.51,0
SKU-3172,100,8.23,91.28,0
SKU-3172,101,10.92,80.36,0
SKU-3172,102,11.09,69.27,0
SKU-3172,103,9.4,59.87,0
SKU-3172,104,9.69,50.18,0
SKU-0562,1,7.87,54.18,0
SKU-0562,2,10.38,43.8,0
SKU-0562,3,9.11,34.7,0
SKU-0562,4,5.46,75.77,0
SKU-0562,5,9.65,66.12,0
SKU-0562,6,9.3,56.82,0
SKU-0562,7,7.88,48.95,0
SKU-0562,8,11.01,37.94,0
SKU-0562,9,8.79,75.69,0
SKU-0562,10,8.32,67.36,0
SKU-0562,11,11.21,56.15,0
SKU-0562,12,10.11,46.04,0
SKU-0562,13,7.93,38.11,0
SKU-0562,14,9.45,75.19,0
SKU-0562,15,8.24,66.96,0
SKU-0562,16,7.49,59.46,0
SKU-0562,17,7.38,52.09,0
SKU-0562,18,10.55,41.54,0
SKU-0562,19,8.22,33.31,0
SKU-0562,20,7.92,71.93,0
SKU-0562,21,9.12,62.81,0
SKU-0562,22,13.52,49.29,0
SKU-0562,23,10.21,39.08,0
SKU-0562,24,10.77,74.85,0
SKU-0562,25,7.98,66.87,0
SKU-0562,26,10.15,56.72,0
SKU-0562,27,9.47,47.25,0
SKU-0562,28,8.36,38.89,0
SKU-0562,29,9.13,76.29,0
SKU-0562,30,8.46,67.83,0
SKU-0562,31,9.68,58.15,0
SKU-0562,32,9.13,49.02,0
SKU-0562,33,8.46,40.55,0
SKU-0562,34,9.09,31.47,0
SKU-0562,35,10.84,67.17,0
SKU-0562,36,7.65,59.52,0
SKU-0562,37,8.61,50.91,0
SKU-0562,38,9.98,40.93,0
SKU-0562,39,8.51,32.41,0
SKU-0562,40,11.44,67.51,0
SKU-0562,41,11.27,56.25,0
SKU-0562,42,11.35,44.9,0
SKU-0562,43,10.48,34.42,0
SKU-0562,44,10.98,69.97,0
SKU-0562,45,9.48,60.49,0
SKU-0562,46,8.55,51.94,0
SKU-0562,47,8.64,43.3,0
SKU-0562,48,7.0,36.3,0
SKU-0562,49,8.89,73.95,0
SKU-0562,50,8.99,64.96,0
SKU-0562,51,9.17,55.79,0
SKU-0562,52,13.42,42.37,0
SKU-0562,53,8.3,34.07,0
SKU-0562,54,9.1,71.51,0
SKU-0562,55,12.84,58.67,0
SKU-0562,56,8.36,50.32,0
SKU-0562,57,7.82,42.5,0
SKU-0562,58,9.14,33.36,0
SKU-0562,59,8.35,71.54,0
SKU-0562,60,11.16,60.38,0
SKU-0562,61,9.68,50.7,0
SKU-0562,62,7.72,42.98,0
SKU-0562,63,9.95,33.03,0
SKU-0562,64,9.75,69.82,0
SKU-0562,65,7.28,62.54,0
SKU-0562,66,10.15,52.4,0
SKU-0562,67,10.23,42.17,0
SKU-0562,68,7.32,34.85,0
SKU-0562,69,7.53,73.85,0
SKU-0562,70,8.89,64.96,0
SKU-0562,71,8.46,56.5,0
SKU-0562,72,10.38,46.12,0
SKU-0562,73,8.76,37.36,0
SKU-0562,74,9.16,74.73,0
SKU-0562,75,7.77,66.96,0
SKU-0562,76,10.94,56.02,0
SKU-0562,77,8.24,47.78,0
SKU-0562,78,7.82,39.96,0
SKU-0562,79,9.52,76.97,0
SKU-0562,80,11.14,65.84,0
SKU-0562,81,10.16,55.68,0
SKU-0562,82,8.55,47.13,0
SKU-0562,83,8.8,38.33,0
SKU-0562,84,7.31,77.55,0
SKU-0562,85,12.48,65.07,0
SKU-0562,86,11.89,53.18,0
SKU-0562,87,9.9,43.29,0
SKU-0562,88,9.42,33.86,0
SKU-0562,89,7.67,72.73,0
SKU-0562,90,9.21,63.52,0
SKU-0562,91,10.85,52.67,0
SKU-0562,92,10.59,42.08,0
SKU-0562,93,8.73,33.35,0
SKU-0562,94,10.7,69.18,0
SKU-0562,95,11.27,57.91,0
SKU-0562,96,9.5,48.42,0
SKU-0562,97,10.99,37.43,0
SKU-0562,98,12.04,71.92,0
SKU-0562,99,12.46,59.46,0
SKU-0562,100,8.5,50.96,0
SKU-0562,101,10.14,40.82,0
SKU-0562,102,10.55,76.81,0
SKU-0562,103,9.41,67.39,0
SKU-0562,104,11.4,55.99,0
SKU-0058,1,9.67,55.04,0
SKU-0058,2,9.41,45.63,0
SKU-0058,3,7.96,37.68,0
SKU-0058,4,7.49,78.72,0
SKU-0058,5,9.16,69.56,0
SKU-0058,6,5.98,63.58,0
SKU-0058,7,11.15,52.43,0
SKU-0058,8,10.7,41.73,0
SKU-0058,9,10.46,79.8,0
SKU-0058,10,10.98,68.82,0
SKU-0058,11,9.25,59.56,0
SKU-0058,12,9.87,49.69,0
SKU-0058,13,9.13,40.56,0
SKU-0058,14,10.98,78.11,0
SKU-0058,15,6.41,71.7,0
SKU-0058,16,10.98,60.72,0
SKU-0058,17,7.32,53.39,0
SKU-0058,18,9.34,44.05,0
SKU-0058,19,8.29,35.77,0
SKU-0058,20,9.43,74.87,0
SKU-0058,21,8.91,65.96,0
SKU-0058,22,9.12,56.85,0
SKU-0058,23,10.28,46.57,0
SKU-0058,24,9.88,36.69,0
SKU-0058,25,10.84,74.38,0
SKU-0058,26,10.12,64.26,0
SKU-0058,27,7.61,56.65,0
SKU-0058,28,12.53,44.12,0
SKU-0058,29,7.12,37.0,0
SKU-0058,30,9.99,75.54,0
SKU-0058,31,10.51,65.02,0
SKU-0058,32,9.96,55.06,0
SKU-0058,33,9.35,45.71,0
SKU-0058,34,11.45,34.26,0
SKU-0058,35,11.0,71.8,0
SKU-0058,36,9.57,62.23,0
SKU-0058,37,9.04,53.19,0
SKU-0058,38,8.58,44.61,0
SKU-0058,39,8.68,35.94,0
SKU-0058,40,9.52,74.95,0
SKU-0058,41,7.53,67.42,0
SKU-0058,42,9.59,57.83,0
SKU-0058,43,10.6,47.23,0
SKU-0058,44,8.89,38.34,0
SKU-0058,45,9.57,77.3,0
SKU-0058,46,9.98,67.32,0
SKU-0058,47,10.2,57.12,0
SKU-0058,48,9.35,47.77,0
SKU-0058,49,11.79,35.98,0
SKU-0058,50,9.6,74.91,0
SKU-0058,51,7.94,66.97,0
SKU-0058,52,9.12,57.85,0
SKU-0058,53,11.22,46.64,0
SKU-0058,54,11.12,35.52,0
SKU-0058,55,7.45,76.6,0
SKU-0058,56,9.22,67.37,0
SKU-0058,57,8.94,58.44,0
SKU-0058,58,10.57,47.87,0
SKU-0058,59,8.18,39.69,0
SKU-0058,60,11.54,76.68,0
SKU-0058,61,7.76,68.92,0
SKU-0058,62,9.42,59.49,0
SKU-0058,63,8.09,51.4,0
SKU-0058,64,10.42,40.99,0
SKU-0058,65,7.03,33.96,0
SKU-0058,66,9.38,73.1,0
SKU-0058,67,9.36,63.75,0
SKU-0058,68,8.48,55.27,0
SKU-0058,69,11.12,44.15,0
SKU-0058,70,11.72,32.43,0
SKU-0058,71,9.09,71.86,0
SKU-0058,72,9.76,62.11,0
SKU-0058,73,8.83,53.28,0
SKU-0058,74,8.02,45.26,0
SKU-0058,75,8.2,37.06,0
SKU-0058,76,8.23,77.35,0
SKU-0058,77,11.15,66.2,0
SKU-0058,78,10.13,56.07,0
SKU-0058,79,8.41,47.66,0
SKU-0058,80,8.52,39.14,0
SKU-0058,81,8.35,79.32,0
SKU-0058,82,7.25,72.06,0
SKU-0058,83,10.24,61.82,0
SKU-0058,84,9.44,52.38,0
SKU-0058,85,11.73,40.65,0
SKU-0058,86,7.0,33.66,0
SKU-0058,87,10.65,71.53,0
SKU-0058,88,10.77,60.77,0
SKU-0058,89,10.93,49.84,0
SKU-0058,90,9.9,39.94,0
SKU-0058,91,10.75,77.72,0
SKU-0058,92,9.98,67.74,0
SKU-0058,93,8.66,59.08,0
SKU-0058,94,9.1,49.98,0
SKU-0058,95,9.06,40.92,0
SKU-0058,96,11.05,78.4,0
SKU-0058,97,11.19,67.21,0
SKU-0058,98,10.61,56.6,0
SKU-0058,99,9.67,46.92,0
SKU-0058,100,7.03,39.89,0
SKU-0058,101,10.62,77.8,0
SKU-0058,102,10.57,67.23,0
SKU-0058,103,9.95,57.28,0
SKU-0058,104,10.19,47.08,0
SKU-3227,1,9.07,32.63,0
SKU-3227,2,9.34,23.29,0
SKU-3227,3,9.06,45.5,0
SKU-3227,4,9.45,36.06,0
SKU-3227,5,10.05,26.01,0
SKU-3227,6,9.79,47.49,0
SKU-3227,7,8.93,38.55,0
SKU-3227,8,10.6,27.95,0
SKU-3227,9,9.64,49.58,0
SKU-3227,10,9.15,40.44,0
SKU-3227,11,9.36,31.07,0
SKU-3227,12,9.22,21.86,0
SKU-3227,13,9.67,43.46,0
SKU-3227,14,8.77,34.69,0
SKU-3227,15,9.71,24.98,0
SKU-3227,16,10.03,46.23,0
SKU-3227,17,9.92,36.31,0
SKU-3227,18,9.620294117647058,26.61,0
SKU-3227,19,9.87,48.01,0
SKU-3227,20,9.77,38.25,0
SKU-3227,21,10.15,28.1,0
SKU-3227,22,9.4,49.97,0
SKU-3227,23,9.01,40.96,0
SKU-3227,24,9.75,31.21,0
SKU-3227,25,10.17,21.04,0
SKU-3227,26,9.31,43.01,0
SKU-3227,27,10.47,32.54,0
SKU-3227,28,9.76,22.78,0
SKU-3227,29,10.08,43.97,0
SKU-3227,30,8.86,35.11,0
SKU-3227,31,10.0,25.11,0
SKU-3227,32,9.81,46.57,0
SKU-3227,33,10.77,35.8,0
SKU-3227,34,9.84,25.97,0
SKU-3227,35,9.92,47.32,0
SKU-3227,36,9.06,38.26,0
SKU-3227,37,9.72,28.53,0
SKU-3227,38,10.21,49.6,0
SKU-3227,39,9.34,40.26,0
SKU-3227,40,9.12,31.14,0
SKU-3227,41,10.71,51.71,0
SKU-3227,42,9.38,42.33,0
SKU-3227,43,10.07,32.26,0
SKU-3227,44,9.26,23.0,0
SKU-3227,45,9.28,44.99,0
SKU-3227,46,9.47,35.53,0
SKU-3227,47,9.87,25.65,0
SKU-3227,48,9.620294117647058,46.71,0
SKU-3227,49,9.21,37.5,0
SKU-3227,50,10.19,27.31,0
SKU-3227,51,9.62,48.96,0
SKU-3227,52,9.44,39.52,0
SKU-3227,53,9.86,29.66,0
SKU-3227,54,10.37,50.56,0
SKU-3227,55,9.84,40.72,0
SKU-3227,56,9.12,31.61,0
SKU-3227,57,9.62,21.98,0
SKU-3227,58,9.87,43.39,0
SKU-3227,59,9.19,34.2,0
SKU-3227,60,9.7,24.5,0
SKU-3227,61,9.12,46.65,0
SKU-3227,62,9.91,36.74,0
SKU-3227,63,10.39,26.35,0
SKU-3227,64,9.49,48.13,0
SKU-3227,65,9.97,38.16,0
SKU-3227,66,10.13,28.02,0
SKU-3227,67,9.29,50.01,0
SKU-3227,68,9.78,40.22,0
SKU-3227,69,10.2,30.02,0
SKU-3227,70,10.49,50.8,0
SKU-3227,71,9.38,41.43,0
SKU-3227,72,8.88,32.54,0
SKU-3227,73,9.88,22.67,0
SKU-3227,74,9.67,44.27,0
SKU-3227,75,9.56,34.71,0
SKU-3227,76,9.24,25.47,0
SKU-3227,77,10.05,46.69,0
SKU-3227,78,9.2,37.5,0
SKU-3227,79,9.15,28.35,0
SKU-3227,80,9.46,50.16,0
SKU-3227,81,10.08,40.08,0
SKU-3227,82,8.75,31.34,0
SKU-3227,83,8.95,22.39,0
SKU-3227,84,9.06,44.6,0
SKU-3227,85,10.69,33.91,0
SKU-3227,86,9.7,24.2,0
SKU-3227,87,8.93,46.54,0
SKU-3227,88,9.46,37.08,0
SKU-3227,89,9.99,27.09,0
SKU-3227,90,10.7,47.66,0
SKU-3227,91,8.64,39.02,0
SKU-3227,92,8.91,30.11,0
SKU-3227,93,9.34,52.04,0
SKU-3227,94,9.36,42.68,0
SKU-3227,95,9.35,33.32,0
SKU-3227,96,9.47,23.85,0
SKU-3227,97,10.72,44.4,0
SKU-3227,98,8.8,35.6,0
SKU-3227,99,9.63,25.97,0
SKU-3227,100,9.86,47.38,0
SKU-3227,101,8.69,38.68,0
SKU-3227,102,10.37,28.31,0
SKU-3227,103,9.45,50.14,0
SKU-3227,104,8.91,41.23,0
SKU-3050,1,9.4,76.96,0
SKU-3050,2,8.86,68.1,0
SKU-3050,3,8.11,59.99,0
SKU-3050,4,8.89,51.1,0
SKU-3050,5,8.68,107.18,0
SKU-3050,6,7.5,99.69,0
SKU-3050,7,7.56,92.13,0
SKU-3050,8,8.65,83.48,0
SKU-3050,9,7.35,76.13,0
SKU-3050,10,9.06,67.07,0
SKU-3050,11,7.59,59.48,0
SKU-3050,12,9.01,50.47,0
SKU-3050,13,9.32,105.91,0
SKU-3050,14,8.74,97.17,0
SKU-3050,15,6.17,91.0,0
SKU-3050,16,9.13,81.87,0
SKU-3050,17,8.17,73.69,0
SKU-3050,18,8.41,65.29,0
SKU-3050,19,7.98,57.3,0
SKU-3050,20,9.48,47.82,0
SKU-3050,21,8.55,104.04,0
SKU-3050,22,8.19,95.84,0
SKU-3050,23,9.27,86.58,0
SKU-3050,24,8.98,77.59,0
SKU-3050,25,7.74,69.85,0
SKU-3050,26,8.65,61.2,0
SKU-3050,27,8.58,52.62,0
SKU-3050,28,7.54,45.09,0
SKU-3050,29,8.95,100.9,0
SKU-3050,30,8.42,92.47,0
SKU-3050,31,9.77,82.71,0
SKU-3050,32,9.31,73.39,0
SKU-3050,33,8.58,64.82,0
SKU-3050,34,8.39,56.43,0
SKU-3050,35,7.18,49.24,0
SKU-3050,36,8.96,105.05,0
SKU-3050,37,8.4,96.65,0
SKU-3050,38,8.514803921568628,88.49,0
SKU-3050,39,8.46,80.04,0
SKU-3050,40,9.4,70.64,0
SKU-3050,41,9.28,61.36,0
SKU-3050,42,9.28,52.07,0
SKU-3050,43,7.8,44.27,0
SKU-3050,44,9.42,99.62,0
SKU-3050,45,8.14,91.48,0
SKU-3050,46,8.9,82.58,0
SKU-3050,47,8.83,73.75,0
SKU-3050,48,8.36,65.39,0
SKU-3050,49,8.57,56.82,0
SKU-3050,50,7.43,49.39,0
SKU-3050,51,8.48,105.68,0
SKU-3050,52,8.3,97.38,0
SKU-3050,53,9.8,87.58,0
SKU-3050,54,8.46,79.12,0
SKU-3050,55,8.0,71.12,0
SKU-3050,56,8.51,62.61,0
SKU-3050,57,8.03,54.58,0
SKU-3050,58,7.57,47.01,0
SKU-3050,59,8.7,103.08,0
SKU-3050,60,8.45,94.63,0
SKU-3050,61,9.05,85.58,0
SKU-3050,62,9.34,76.24,0
SKU-3050,63,9.61,66.63,0
SKU-3050,64,8.58,58.05,0
SKU-3050,65,8.87,49.18,0
SKU-3050,66,8.62,105.33,0
SKU-3050,67,7.01,98.31,0
SKU-3050,68,9.2,89.11,0
SKU-3050,69,8.78,80.33,0
SKU-3050,70,8.79,71.54,0
SKU-3050,71,8.13,63.42,0
SKU-3050,72,8.05,55.37,0
SKU-3050,73,8.4,46.97,0
SKU-3050,74,8.79,102.95,0
SKU-3050,75,7.24,95.71,0
SKU-3050,76,8.57,87.14,0
SKU-3050,77,9.48,77.66,0
SKU-3050,78,8.36,69.3,0
SKU-3050,79,7.22,62.08,0
SKU-3050,80,8.33,53.75,0
SKU-3050,81,8.62,45.13,0
SKU-3050,82,8.67,101.22,0
SKU-3050,83,8.54,92.68,0
SKU-3050,84,9.64,83.04,0
SKU-3050,85,8.53,74.52,0
SKU-3050,86,8.56,65.96,0
SKU-3050,87,8.09,57.86,0
SKU-3050,88,9.02,48.84,0
SKU-3050,89,9.49,104.12,0
SKU-3050,90,8.06,96.06,0
SKU-3050,91,8.38,87.68,0
SKU-3050,92,7.01,80.68,0
SKU-3050,93,7.93,72.75,0
SKU-3050,94,9.66,63.09,0
SKU-3050,95,8.26,54.83,0
SKU-3050,96,8.58,46.25,0
SKU-3050,97,7.99,103.02,0
SKU-3050,98,8.72,94.3,0
SKU-3050,99,8.33,85.97,0
SKU-3050,100,8.514803921568628,77.27,0
SKU-3050,101,8.51,68.77,0
SKU-3050,102,9.33,59.44,0
SKU-3050,103,8.55,50.89,0
SKU-3050,104,7.93,107.73,0
SKU-2290,1,7.61,88.33,0
SKU-2290,2,6.42,81.92,0
SKU-2290,3,8.35,73.57,0
SKU-2290,4,8.17,65.4,0
SKU-2290,5,9.7,55.7,0
